id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
S_N_766,2124.00,S2TL_2,5.10,10.00,0.00,2500.00,TL2N_1,750.00,14.23,376.00,1528.50,246.00,1,0.00,268.23,0,tripinfo_S_N_766,standard_car,1.02,
N_S_780,2177.00,N2TL_0,5.10,10.00,0.00,2500.00,TL2S_2,750.00,12.76,323.00,1528.50,196.00,1,0.00,220.07,0,tripinfo_N_S_780,standard_car,1.07,
N_S_819,2322.00,N2TL_3,5.10,10.00,0.00,2500.00,TL2S_3,750.00,14.33,178.00,1528.50,55.00,1,0.00,76.24,0,tripinfo_N_S_819,standard_car,1.09,
S_E_719,1962.00,S2TL_0,5.10,10.00,0.00,2501.00,TL2E_0,750.00,12.24,539.00,1503.93,400.00,1,0.00,418.88,0,tripinfo_S_E_719,standard_car,0.91,
N_S_730,2006.00,N2TL_2,5.10,10.00,0.00,2501.00,TL2S_0,750.00,12.17,495.00,1528.50,356.00,1,0.00,385.76,0,tripinfo_N_S_730,standard_car,1.01,
N_S_750,2077.00,N2TL_2,5.10,10.00,0.00,2501.00,TL2S_1,750.00,12.20,424.00,1528.50,292.00,1,0.00,326.70,0,tripinfo_N_S_750,standard_car,1.14,
N_S_787,2202.00,N2TL_0,5.10,10.00,0.00,2502.00,TL2S_3,750.00,13.19,300.00,1528.50,166.00,1,0.00,184.31,0,tripinfo_N_S_787,standard_car,0.96,
S_N_794,2230.00,S2TL_3,5.10,10.00,0.00,2502.00,TL2N_1,750.00,13.56,272.00,1528.50,143.00,1,0.00,162.42,0,tripinfo_S_N_794,standard_car,1.01,
S_N_798,2237.00,S2TL_1,5.10,10.00,0.00,2502.00,TL2N_0,750.00,13.10,265.00,1528.50,132.00,1,0.00,148.02,0,tripinfo_S_N_798,standard_car,0.95,
N_S_747,2064.00,N2TL_0,5.10,10.00,0.00,2503.00,TL2S_0,750.00,12.50,439.00,1528.50,299.00,1,0.00,325.87,0,tripinfo_N_S_747,standard_car,0.98,
N_S_752,2081.00,N2TL_2,5.10,10.00,0.00,2503.00,TL2S_1,750.00,11.85,422.00,1528.50,278.00,1,0.00,296.67,0,tripinfo_N_S_752,standard_car,0.88,
N_W_784,2195.00,N2TL_0,5.10,10.00,0.00,2503.00,TL2W_0,750.00,14.17,308.00,1503.93,177.00,1,0.00,202.75,0,tripinfo_N_W_784,standard_car,1.04,
N_S_790,2215.00,N2TL_1,5.10,10.00,0.00,2503.00,TL2S_2,750.00,13.22,288.00,1528.50,156.00,1,0.00,174.77,0,tripinfo_N_S_790,standard_car,0.97,
S_N_804,2246.00,S2TL_1,5.10,10.00,0.00,2503.00,TL2N_0,750.00,13.18,257.00,1528.50,130.00,1,0.00,147.26,0,tripinfo_S_N_804,standard_car,1.00,
N_S_759,2096.00,N2TL_3,5.10,10.00,0.00,2504.00,TL2S_0,750.00,12.75,408.00,1528.50,268.00,1,0.00,292.24,0,tripinfo_N_S_759,standard_car,0.95,
S_N_768,2129.00,S2TL_1,5.10,10.00,0.00,2505.00,TL2N_0,750.00,13.50,376.00,1528.50,244.00,1,0.00,266.10,0,tripinfo_S_N_768,standard_car,1.01,
N_S_783,2184.00,N2TL_3,5.10,10.00,0.00,2505.00,TL2S_1,750.00,12.19,321.00,1528.50,181.00,1,0.00,195.96,0,tripinfo_N_S_783,standard_car,0.88,
S_N_799,2238.00,S2TL_2,5.10,10.00,0.00,2505.00,TL2N_1,750.00,12.72,267.00,1528.50,133.00,2,0.00,147.88,0,tripinfo_S_N_799,standard_car,0.93,
N_S_771,2143.00,N2TL_2,5.10,10.00,0.00,2506.00,TL2S_0,750.00,13.15,363.00,1528.50,224.00,1,0.00,248.84,0,tripinfo_N_S_771,standard_car,0.97,
S_N_806,2275.00,S2TL_2,5.10,10.00,0.00,2506.00,TL2N_2,750.00,13.95,231.00,1528.50,102.00,1,0.00,120.67,0,tripinfo_S_N_806,standard_car,1.01,
N_W_789,2213.00,N2TL_0,5.10,10.00,0.00,2507.00,TL2W_0,750.00,13.60,294.00,1503.93,162.00,1,0.00,184.72,0,tripinfo_N_W_789,standard_car,1.00,
N_S_810,2289.00,N2TL_0,5.10,10.00,0.00,2507.00,TL2S_1,750.00,12.27,218.00,1528.50,82.00,1,0.00,96.56,0,tripinfo_N_S_810,standard_car,0.91,
S_E_817,2310.00,S2TL_2,5.10,10.00,0.00,2508.00,TL2E_1,750.00,14.36,198.00,1503.93,70.00,1,0.00,94.00,0,tripinfo_S_E_817,standard_car,1.05,
S_E_795,2232.00,S2TL_1,5.10,10.00,1.00,2509.00,TL2E_0,750.00,13.05,277.00,1503.93,140.00,1,0.00,162.65,0,tripinfo_S_E_795,standard_car,0.95,
N_S_803,2245.00,N2TL_1,5.10,10.00,0.00,2509.00,TL2S_0,750.00,11.62,264.00,1528.50,120.00,1,0.00,136.87,0,tripinfo_N_S_803,standard_car,0.87,
N_S_837,2412.00,N2TL_0,5.10,10.00,0.00,2509.00,TL2S_1,750.00,16.00,97.00,1528.50,0.00,0,0.00,3.17,0,tripinfo_N_S_837,standard_car,1.18,
N_W_832,2375.00,N2TL_0,5.10,10.00,0.00,2510.00,TL2W_1,750.00,13.49,135.00,1503.93,0.00,0,0.00,24.82,0,tripinfo_N_W_832,standard_car,0.99,
S_N_802,2244.00,S2TL_1,5.10,10.00,0.00,2511.00,TL2N_0,750.00,13.09,267.00,1528.50,129.00,1,0.00,151.12,0,tripinfo_S_N_802,standard_car,0.95,
N_W_774,2150.00,N2TL_1,5.10,10.00,0.00,2512.00,TL2W_0,750.00,11.55,362.00,1503.93,213.00,1,0.00,233.38,0,tripinfo_N_W_774,standard_car,0.85,
N_S_778,2169.00,N2TL_3,5.10,10.00,0.00,2514.00,TL2S_0,750.00,10.27,345.00,1528.50,186.00,1,0.00,199.92,0,tripinfo_N_S_778,standard_car,0.76,
S_N_828,2358.00,S2TL_3,5.10,10.00,0.00,2519.00,TL2N_0,750.00,10.92,161.00,1528.50,8.00,1,0.00,23.73,0,tripinfo_S_N_828,standard_car,0.81,
S_N_836,2410.00,S2TL_0,5.10,10.00,0.00,2519.00,TL2N_1,750.00,14.16,109.00,1528.50,0.00,0,0.00,2.81,0,tripinfo_S_N_836,standard_car,1.04,
N_S_841,2434.00,N2TL_2,5.10,10.00,0.00,2546.00,TL2S_0,750.00,13.82,112.00,1528.50,0.00,0,0.00,2.80,0,tripinfo_N_S_841,standard_car,1.01,
S_W_724,1969.00,S2TL_2,5.10,10.00,0.00,2660.00,TL2W_0,750.00,15.25,691.00,1524.57,576.00,1,0.00,591.40,0,tripinfo_S_W_724,standard_car,1.11,
N_E_695,1903.00,N2TL_0,5.10,10.00,0.00,2662.00,TL2E_0,750.00,14.30,759.00,1524.57,642.00,1,0.00,655.02,0,tripinfo_N_E_695,standard_car,1.06,
N_E_699,1912.00,N2TL_0,5.10,10.00,0.00,2663.00,TL2E_1,750.00,15.12,751.00,1524.57,635.00,1,0.00,649.97,0,tripinfo_N_E_699,standard_car,1.10,
N_E_738,2048.00,N2TL_0,5.10,10.00,0.00,2666.00,TL2E_0,750.00,14.90,618.00,1524.57,501.00,1,0.00,515.29,0,tripinfo_N_E_738,standard_car,1.08,
S_W_760,2103.00,S2TL_3,5.10,10.00,0.00,2667.00,TL2W_0,750.00,14.20,564.00,1524.57,444.00,1,0.00,459.26,0,tripinfo_S_W_760,standard_car,1.05,
N_E_751,2078.00,N2TL_3,5.10,10.00,0.00,2668.00,TL2E_0,750.00,14.22,590.00,1524.57,471.00,1,0.00,485.58,0,tripinfo_N_E_751,standard_car,1.06,
S_W_721,1965.00,S2TL_0,5.10,10.00,0.00,2672.00,TL2W_0,750.00,12.81,707.00,1524.57,575.00,1,0.00,587.69,0,tripinfo_S_W_721,standard_car,0.93,
N_E_797,2236.00,N2TL_2,5.10,10.00,0.00,2673.00,TL2E_0,750.00,15.23,437.00,1524.57,320.00,1,0.00,335.93,0,tripinfo_N_E_797,standard_car,1.10,
S_W_800,2240.00,S2TL_1,5.10,10.00,2.00,2674.00,TL2W_1,750.00,13.04,434.00,1524.57,304.00,1,0.00,319.73,0,tripinfo_S_W_800,standard_car,0.97,
N_E_772,2148.00,N2TL_0,5.10,10.00,0.00,2680.00,TL2E_0,750.00,12.16,532.00,1524.57,393.00,1,0.00,407.19,0,tripinfo_N_E_772,standard_car,0.89,
N_E_822,2334.00,N2TL_2,5.10,10.00,0.00,2681.00,TL2E_1,750.00,14.12,347.00,1524.57,220.00,1,0.00,239.04,0,tripinfo_N_E_822,standard_car,1.03,
N_E_824,2347.00,N2TL_1,5.10,10.00,0.00,2681.00,TL2E_2,750.00,14.57,334.00,1524.57,212.00,1,0.00,229.78,0,tripinfo_N_E_824,standard_car,1.06,
N_E_796,2236.00,N2TL_1,5.10,10.00,0.00,2686.00,TL2E_0,750.00,12.19,450.00,1524.57,311.00,1,0.00,325.08,0,tripinfo_N_E_796,standard_car,0.89,
S_W_858,2497.00,S2TL_0,5.10,10.00,0.00,2686.00,TL2W_0,750.00,11.24,189.00,1524.57,43.00,1,0.00,57.54,0,tripinfo_S_W_858,standard_car,0.84,
N_E_782,2183.00,N2TL_0,5.10,10.00,0.00,2691.00,TL2E_0,750.00,10.48,508.00,1524.57,351.00,1,0.00,365.10,0,tripinfo_N_E_782,standard_car,0.77,
S_W_846,2459.00,S2TL_1,5.10,10.00,0.00,2691.00,TL2W_0,750.00,10.36,232.00,1524.57,72.00,1,0.00,85.91,0,tripinfo_S_W_846,standard_car,0.76,
N_E_868,2561.00,N2TL_3,5.10,10.00,0.00,2695.00,TL2E_0,750.00,12.20,134.00,1524.57,0.00,0,0.00,8.31,0,tripinfo_N_E_868,standard_car,0.88,
N_E_835,2409.00,N2TL_0,5.10,10.00,0.00,2703.00,TL2E_0,750.00,10.10,294.00,1524.57,135.00,1,0.00,148.32,0,tripinfo_N_E_835,standard_car,0.76,
N_E_867,2561.00,N2TL_0,5.10,10.00,0.00,2712.00,TL2E_0,750.00,10.44,151.00,1524.57,0.00,0,0.00,3.83,0,tripinfo_N_E_867,standard_car,0.75,
S_W_881,2615.00,S2TL_2,5.10,10.00,0.00,2733.00,TL2W_0,750.00,13.25,118.00,1524.57,0.00,0,0.00,2.82,0,tripinfo_S_W_881,standard_car,0.96,
E_W_773,2150.00,E2TL_2,5.10,10.00,0.00,2860.00,TL2W_0,750.00,15.70,710.00,1528.50,598.00,1,0.00,612.47,0,tripinfo_E_W_773,standard_car,1.14,
E_W_814,2305.00,E2TL_1,5.10,10.00,0.00,2863.00,TL2W_2,750.00,16.51,558.00,1528.50,447.00,1,0.00,464.88,0,tripinfo_E_W_814,standard_car,1.19,
E_W_742,2055.00,E2TL_3,5.10,10.00,0.00,2864.00,TL2W_0,750.00,14.21,809.00,1528.50,688.00,1,0.00,703.21,0,tripinfo_E_W_742,standard_car,1.04,
E_W_753,2085.00,E2TL_3,5.10,10.00,0.00,2864.00,TL2W_1,750.00,14.06,779.00,1528.50,658.00,1,0.00,671.62,0,tripinfo_E_W_753,standard_car,1.03,
W_E_740,2051.00,W2TL_2,5.10,10.00,0.00,2866.00,TL2E_0,750.00,13.65,815.00,1528.50,691.00,1,0.00,703.30,0,tripinfo_W_E_740,standard_car,0.99,
W_S_743,2058.00,W2TL_3,5.10,10.00,0.00,2867.00,TL2S_0,750.00,13.38,809.00,1503.93,686.00,1,0.00,699.02,0,tripinfo_W_S_743,standard_car,1.00,
W_E_764,2116.00,W2TL_0,5.10,10.00,0.00,2867.00,TL2E_1,750.00,14.20,751.00,1528.50,632.00,1,0.00,646.26,0,tripinfo_W_E_764,standard_car,1.06,
E_N_779,2175.00,E2TL_3,5.10,10.00,0.00,2867.00,TL2N_0,750.00,13.28,692.00,1503.93,567.00,1,0.00,580.55,0,tripinfo_E_N_779,standard_car,0.98,
E_N_786,2197.00,E2TL_2,5.10,10.00,0.00,2867.00,TL2N_1,750.00,13.94,670.00,1503.93,548.00,1,0.00,563.28,0,tripinfo_E_N_786,standard_car,1.03,
E_W_788,2202.00,E2TL_2,5.10,10.00,0.00,2868.00,TL2W_0,750.00,13.51,666.00,1528.50,541.00,1,0.00,553.64,0,tripinfo_E_W_788,standard_car,0.98,
W_E_791,2217.00,W2TL_0,5.10,10.00,0.00,2868.00,TL2E_2,750.00,14.21,651.00,1528.50,528.00,1,0.00,544.40,0,tripinfo_W_E_791,standard_car,1.04,
W_S_777,2163.00,W2TL_3,5.10,10.00,0.00,2869.00,TL2S_0,750.00,14.31,706.00,1503.93,585.00,1,0.00,599.40,0,tripinfo_W_S_777,standard_car,1.03,
E_N_805,2275.00,E2TL_1,5.10,10.00,0.00,2869.00,TL2N_1,750.00,14.79,594.00,1503.93,477.00,1,0.00,492.77,0,tripinfo_E_N_805,standard_car,1.08,
W_E_812,2302.00,W2TL_2,5.10,10.00,0.00,2869.00,TL2E_3,750.00,15.12,567.00,1528.50,449.00,1,0.00,468.71,0,tripinfo_W_E_812,standard_car,1.12,
W_E_756,2089.00,W2TL_0,5.10,10.00,0.00,2870.00,TL2E_2,750.00,12.50,781.00,1528.50,647.00,1,0.00,661.71,0,tripinfo_W_E_756,standard_car,0.93,
W_E_781,2180.00,W2TL_0,5.10,10.00,0.00,2870.00,TL2E_0,750.00,13.42,690.00,1528.50,565.00,1,0.00,579.72,0,tripinfo_W_E_781,standard_car,1.00,
E_W_808,2283.00,E2TL_3,5.10,10.00,0.00,2870.00,TL2W_0,750.00,13.63,587.00,1528.50,461.00,1,0.00,474.92,0,tripinfo_E_W_808,standard_car,0.98,
W_E_755,2087.00,W2TL_2,5.10,10.00,0.00,2871.00,TL2E_1,750.00,12.16,784.00,1528.50,649.00,1,0.00,660.97,0,tripinfo_W_E_755,standard_car,0.90,
W_E_769,2137.00,W2TL_0,5.10,10.00,0.00,2871.00,TL2E_2,750.00,13.01,734.00,1528.50,603.00,1,0.00,619.26,0,tripinfo_W_E_769,standard_car,0.96,
E_W_839,2413.00,E2TL_2,5.10,10.00,0.00,2871.00,TL2W_1,750.00,15.60,458.00,1528.50,341.00,1,0.00,361.46,0,tripinfo_E_W_839,standard_car,1.15,
E_W_843,2442.00,E2TL_3,5.10,10.00,0.00,2871.00,TL2W_2,750.00,14.61,429.00,1528.50,311.00,1,0.00,326.89,0,tripinfo_E_W_843,standard_car,1.08,
E_N_793,2222.00,E2TL_3,5.10,10.00,0.00,2872.00,TL2N_0,750.00,13.17,650.00,1503.93,523.00,1,0.00,537.12,0,tripinfo_E_N_793,standard_car,0.97,
W_E_816,2309.00,W2TL_0,5.10,10.00,0.00,2872.00,TL2E_3,750.00,13.90,563.00,1528.50,437.00,1,0.00,455.90,0,tripinfo_W_E_816,standard_car,1.03,
W_E_818,2311.00,W2TL_0,5.10,10.00,0.00,2872.00,TL2E_0,750.00,14.77,561.00,1528.50,442.00,1,0.00,459.91,0,tripinfo_W_E_818,standard_car,1.10,
E_W_882,2618.00,E2TL_0,5.10,10.00,0.00,2872.00,TL2W_3,750.00,17.57,254.00,1528.50,146.00,1,0.00,167.08,0,tripinfo_E_W_882,standard_car,1.27,
W_E_762,2111.00,W2TL_1,5.10,10.00,0.00,2873.00,TL2E_0,750.00,13.26,762.00,1528.50,632.00,1,0.00,650.58,0,tripinfo_W_E_762,standard_car,0.99,
W_E_815,2306.00,W2TL_2,5.10,10.00,0.00,2873.00,TL2E_2,750.00,14.84,567.00,1528.50,446.00,1,0.00,469.94,0,tripinfo_W_E_815,standard_car,1.14,
W_S_792,2217.00,W2TL_1,5.10,10.00,0.00,2874.00,TL2S_0,750.00,13.26,657.00,1503.93,531.00,1,0.00,546.13,0,tripinfo_W_S_792,standard_car,0.99,
W_E_807,2282.00,W2TL_2,5.10,10.00,0.00,2874.00,TL2E_1,750.00,13.19,592.00,1528.50,471.00,1,0.00,497.09,0,tripinfo_W_E_807,standard_car,1.16,
E_W_823,2335.00,E2TL_1,5.10,10.00,0.00,2874.00,TL2W_1,750.00,12.77,539.00,1528.50,408.00,1,0.00,423.23,0,tripinfo_E_W_823,standard_car,0.95,
E_W_833,2399.00,E2TL_0,5.10,10.00,0.00,2874.00,TL2W_0,750.00,13.44,475.00,1528.50,350.00,1,0.00,364.10,0,tripinfo_E_W_833,standard_car,1.00,
E_W_856,2487.00,E2TL_0,5.10,10.00,0.00,2874.00,TL2W_2,750.00,14.85,387.00,1528.50,267.00,1,0.00,283.87,0,tripinfo_E_W_856,standard_car,1.07,
E_N_831,2375.00,E2TL_0,5.10,10.00,0.00,2876.00,TL2N_0,750.00,13.81,501.00,1503.93,375.00,1,0.00,390.98,0,tripinfo_E_N_831,standard_car,1.00,
E_W_834,2409.00,E2TL_0,5.10,10.00,0.00,2876.00,TL2W_1,750.00,14.08,467.00,1528.50,342.00,1,0.00,358.25,0,tripinfo_E_W_834,standard_car,1.02,
W_E_840,2423.00,W2TL_1,5.10,10.00,0.00,2878.00,TL2E_2,750.00,13.45,455.00,1528.50,328.00,1,0.00,344.89,0,tripinfo_W_E_840,standard_car,1.00,
E_W_848,2462.00,E2TL_0,5.10,10.00,0.00,2879.00,TL2W_0,750.00,13.32,417.00,1528.50,289.00,1,0.00,303.02,0,tripinfo_E_W_848,standard_car,0.97,
E_W_866,2557.00,E2TL_2,5.10,10.00,0.00,2879.00,TL2W_2,750.00,13.60,322.00,1528.50,196.00,1,0.00,209.68,0,tripinfo_E_W_866,standard_car,0.98,
W_E_890,2669.00,W2TL_1,5.10,10.00,0.00,2879.00,TL2E_3,750.00,14.31,210.00,1528.50,86.00,1,0.00,105.15,0,tripinfo_W_E_890,standard_car,1.06,
W_E_820,2326.00,W2TL_0,5.10,10.00,0.00,2881.00,TL2E_0,750.00,13.02,555.00,1528.50,423.00,1,0.00,437.91,0,tripinfo_W_E_820,standard_car,0.95,
W_E_821,2330.00,W2TL_3,5.10,10.00,0.00,2881.00,TL2E_1,750.00,12.26,551.00,1528.50,414.00,1,0.00,430.63,0,tripinfo_W_E_821,standard_car,0.92,
E_W_854,2484.00,E2TL_0,5.10,10.00,0.00,2881.00,TL2W_1,750.00,13.57,397.00,1528.50,269.00,1,0.00,284.74,0,tripinfo_E_W_854,standard_car,0.99,
E_W_885,2630.00,E2TL_0,5.10,10.00,0.00,2881.00,TL2W_3,750.00,15.77,251.00,1528.50,133.00,1,0.00,154.13,0,tripinfo_E_W_885,standard_car,1.14,
E_W_887,2644.00,E2TL_2,5.10,10.00,0.00,2881.00,TL2W_2,750.00,13.75,237.00,1528.50,111.00,1,0.00,127.96,0,tripinfo_E_W_887,standard_car,1.01,
W_E_829,2358.00,W2TL_0,5.10,10.00,0.00,2882.00,TL2E_0,750.00,13.20,524.00,1528.50,393.00,1,0.00,412.20,0,tripinfo_W_E_829,standard_car,0.99,
E_W_874,2571.00,E2TL_2,5.10,10.00,0.00,2882.00,TL2W_1,750.00,14.20,311.00,1528.50,187.00,1,0.00,207.63,0,tripinfo_E_W_874,standard_car,1.07,
W_E_813,2303.00,W2TL_1,5.10,10.00,0.00,2883.00,TL2E_0,750.00,11.85,580.00,1528.50,438.00,1,0.00,452.96,0,tripinfo_W_E_813,standard_car,0.87,
W_E_893,2674.00,W2TL_1,5.10,10.00,0.00,2883.00,TL2E_2,750.00,13.09,209.00,1528.50,79.00,1,0.00,95.18,0,tripinfo_W_E_893,standard_car,0.97,
W_E_912,2760.00,W2TL_1,5.10,10.00,0.00,2883.00,TL2E_3,750.00,13.52,123.00,1528.50,0.00,0,0.00,13.10,0,tripinfo_W_E_912,standard_car,1.01,
E_W_889,2659.00,E2TL_2,5.10,10.00,0.00,2884.00,TL2W_1,750.00,14.51,225.00,1528.50,103.00,1,0.00,119.64,0,tripinfo_E_W_889,standard_car,1.05,
W_E_891,2669.00,W2TL_0,5.10,10.00,0.00,2884.00,TL2E_2,750.00,13.96,215.00,1528.50,85.00,1,0.00,110.01,0,tripinfo_W_E_891,standard_car,1.05,
E_W_903,2719.00,E2TL_3,5.10,10.00,0.00,2884.00,TL2W_2,750.00,13.92,165.00,1528.50,42.00,1,0.00,58.76,0,tripinfo_E_W_903,standard_car,1.04,
E_W_785,2196.00,E2TL_0,5.10,10.00,0.00,2886.00,TL2W_0,750.00,10.36,690.00,1528.50,529.00,1,0.00,541.94,0,tripinfo_E_W_785,standard_car,0.75,
W_E_861,2539.00,W2TL_3,5.10,10.00,0.00,2886.00,TL2E_0,750.00,13.06,347.00,1528.50,215.00,1,0.00,231.78,0,tripinfo_W_E_861,standard_car,0.96,
E_W_900,2706.00,E2TL_3,5.10,10.00,0.00,2886.00,TL2W_1,750.00,13.81,180.00,1528.50,57.00,1,0.00,71.93,0,tripinfo_E_W_900,standard_car,1.02,
E_W_906,2732.00,E2TL_2,5.10,10.00,0.00,2886.00,TL2W_3,750.00,14.08,154.00,1528.50,32.00,1,0.00,48.06,0,tripinfo_E_W_906,standard_car,1.04,
E_W_811,2295.00,E2TL_3,5.10,10.00,0.00,2887.00,TL2W_0,750.00,10.89,592.00,1528.50,442.00,1,0.00,461.12,0,tripinfo_E_W_811,standard_car,0.84,
W_E_827,2353.00,W2TL_2,5.10,10.00,0.00,2887.00,TL2E_0,750.00,12.13,534.00,1528.50,394.00,1,0.00,407.80,0,tripinfo_W_E_827,standard_car,0.88,
E_W_892,2670.00,E2TL_3,5.10,10.00,0.00,2888.00,TL2W_1,750.00,13.96,218.00,1528.50,92.00,1,0.00,109.69,0,tripinfo_E_W_892,standard_car,1.02,
E_W_896,2685.00,E2TL_2,5.10,10.00,0.00,2888.00,TL2W_2,750.00,12.83,203.00,1528.50,70.00,1,0.00,85.20,0,tripinfo_E_W_896,standard_car,0.94,
E_W_838,2413.00,E2TL_3,5.10,10.00,0.00,2889.00,TL2W_0,750.00,11.60,476.00,1528.50,340.00,1,0.00,365.65,0,tripinfo_E_W_838,standard_car,1.00,
W_E_905,2725.00,W2TL_2,5.10,10.00,0.00,2889.00,TL2E_1,750.00,12.91,164.00,1528.50,30.00,1,0.00,46.74,0,tripinfo_W_E_905,standard_car,0.94,
E_N_877,2595.00,E2TL_0,5.10,10.00,0.00,2890.00,TL2N_0,750.00,12.28,295.00,1503.93,158.00,1,0.00,173.82,0,tripinfo_E_N_877,standard_car,0.91,
E_W_883,2622.00,E2TL_3,5.10,10.00,0.00,2890.00,TL2W_1,750.00,12.94,268.00,1528.50,135.00,1,0.00,152.46,0,tripinfo_E_W_883,standard_car,0.95,
E_N_895,2683.00,E2TL_0,5.10,10.00,0.00,2890.00,TL2N_1,750.00,13.80,207.00,1503.93,80.00,1,0.00,99.80,0,tripinfo_E_N_895,standard_car,1.02,
E_W_847,2461.00,E2TL_2,5.10,10.00,0.00,2891.00,TL2W_0,750.00,12.04,430.00,1528.50,287.00,1,0.00,306.76,0,tripinfo_E_W_847,standard_car,0.90,
E_W_862,2541.00,E2TL_0,5.10,10.00,0.00,2892.00,TL2W_0,750.00,12.26,351.00,1528.50,218.00,1,0.00,247.82,0,tripinfo_E_W_862,standard_car,1.07,
W_E_859,2509.00,W2TL_1,5.10,10.00,0.00,2895.00,TL2E_0,750.00,10.59,386.00,1528.50,231.00,1,0.00,244.91,0,tripinfo_W_E_859,standard_car,0.79,
W_E_898,2697.00,W2TL_3,5.10,10.00,0.00,2896.00,TL2E_0,750.00,11.17,199.00,1528.50,47.00,1,0.00,62.67,0,tripinfo_W_E_898,standard_car,0.81,
E_W_908,2744.00,E2TL_3,5.10,10.00,0.00,2897.00,TL2W_0,750.00,12.54,153.00,1528.50,16.00,1,0.00,31.50,0,tripinfo_E_W_908,standard_car,0.91,
W_E_888,2658.00,W2TL_1,5.10,10.00,0.00,2900.00,TL2E_0,750.00,10.24,242.00,1528.50,84.00,1,0.00,98.23,0,tripinfo_W_E_888,standard_car,0.77,
W_E_914,2786.00,W2TL_3,5.10,10.00,0.00,2909.00,TL2E_0,750.00,12.60,123.00,1528.50,0.00,0,0.00,2.56,0,tripinfo_W_E_914,standard_car,0.92,
E_W_918,2813.00,E2TL_3,5.10,10.00,0.00,2917.00,TL2W_0,750.00,15.09,104.00,1528.50,0.00,0,0.00,2.85,0,tripinfo_E_W_918,standard_car,1.09,
E_W_916,2799.00,E2TL_1,5.10,10.00,0.00,2923.00,TL2W_0,750.00,12.42,124.00,1528.50,0.00,0,0.00,2.82,0,tripinfo_E_W_916,standard_car,0.91,
E_W_917,2811.00,E2TL_0,5.10,10.00,0.00,2930.00,TL2W_0,750.00,12.93,119.00,1528.50,0.00,0,0.00,2.50,0,tripinfo_E_W_917,standard_car,0.95,
E_W_920,2815.00,E2TL_0,5.10,10.00,0.00,2930.00,TL2W_1,750.00,13.40,115.00,1528.50,0.00,0,0.00,2.63,0,tripinfo_E_W_920,standard_car,0.99,
W_E_919,2814.00,W2TL_2,5.10,10.00,0.00,2931.00,TL2E_0,750.00,13.38,117.00,1528.50,0.00,0,0.00,2.78,0,tripinfo_W_E_919,standard_car,0.97,
E_W_923,2843.00,E2TL_2,5.10,10.00,0.00,2944.00,TL2W_0,750.00,15.32,101.00,1528.50,0.00,0,0.00,2.74,0,tripinfo_E_W_923,standard_car,1.12,
E_W_921,2830.00,E2TL_1,5.10,10.00,0.00,2954.00,TL2W_0,750.00,12.44,124.00,1528.50,0.00,0,0.00,2.71,0,tripinfo_E_W_921,standard_car,0.91,
W_N_864,2547.00,W2TL_3,5.10,10.00,0.00,3058.00,TL2N_0,750.00,16.01,511.00,1524.57,402.00,1,0.00,416.17,0,tripinfo_W_N_864,standard_car,1.17,
W_N_907,2740.00,W2TL_3,5.10,10.00,0.00,3058.00,TL2N_2,750.00,16.72,318.00,1524.57,211.00,1,0.00,227.14,0,tripinfo_W_N_907,standard_car,1.21,
E_S_825,2348.00,E2TL_1,5.10,10.00,0.00,3061.00,TL2S_0,750.00,15.07,713.00,1524.57,598.00,1,0.00,613.46,0,tripinfo_E_S_825,standard_car,1.11,
E_S_830,2372.00,E2TL_2,5.10,10.00,0.00,3068.00,TL2S_0,750.00,13.48,696.00,1524.57,571.00,1,0.00,584.08,0,tripinfo_E_S_830,standard_car,0.99,
E_S_855,2486.00,E2TL_3,5.10,10.00,0.00,3068.00,TL2S_1,750.00,14.12,582.00,1524.57,460.00,1,0.00,474.50,0,tripinfo_E_S_855,standard_car,1.03,
E_S_899,2698.00,E2TL_1,5.10,10.00,0.00,3075.00,TL2S_0,750.00,13.07,377.00,1524.57,245.00,1,0.00,259.56,0,tripinfo_E_S_899,standard_car,0.94,
W_N_945,3018.00,W2TL_3,5.10,10.00,0.00,3123.00,TL2N_0,750.00,15.11,105.00,1524.57,0.00,0,0.00,3.22,0,tripinfo_W_N_945,standard_car,1.09,
S_N_857,2492.00,S2TL_3,5.10,10.00,0.00,3262.00,TL2N_1,750.00,16.07,770.00,1528.50,658.00,1,0.00,675.96,0,tripinfo_S_N_857,standard_car,1.17,
S_N_845,2457.00,S2TL_0,5.10,10.00,0.00,3263.00,TL2N_0,750.00,14.98,806.00,1528.50,689.00,1,0.00,703.97,0,tripinfo_S_N_845,standard_car,1.09,
S_N_865,2550.00,S2TL_3,5.10,10.00,0.00,3263.00,TL2N_2,750.00,16.17,713.00,1528.50,601.00,1,0.00,618.28,0,tripinfo_S_N_865,standard_car,1.17,
N_S_850,2471.00,N2TL_0,5.10,10.00,0.00,3264.00,TL2S_1,750.00,15.17,793.00,1528.50,676.00,1,0.00,691.84,0,tripinfo_N_S_850,standard_car,1.10,
S_E_875,2571.00,S2TL_1,5.10,10.00,0.00,3264.00,TL2E_0,750.00,15.20,693.00,1503.93,580.00,1,0.00,595.87,0,tripinfo_S_E_875,standard_car,1.12,
